carId	trackId	trackLength	lapIndex	lapNum	lapFlag	binIndex	validBin	lap_time	world_position_X	world_position_Y	world_position_Z	world_right_X	world_right_Y	world_right_Z	velocity_X	velocity_Y	velocity_Z	gforce_Y	race_position	throttle	brake	steering	gear	rpm
My Team	Shanghai	5441	0	0	0	60	1	0.792	-42.9429	343.642	-2.87128	0.255196	-0.966826	0.00836207	77.0365	-0.00829692	-0.160683	-0.000436669	15	1	0	0	7	10770
My Team	Shanghai	5441	0	0	0	61	1	0.8045	-42.0115	343.888	-2.87215	0.255196	-0.966826	0.00827052	77.0899	-0.0082263	-0.160344	-0.000502027	15	1	0	0	7	10777
My Team	Shanghai	5441	0	0	0	62	1	0.817	-41.0802	344.134	-2.87302	0.255196	-0.966826	0.00817896	77.1433	-0.00815568	-0.160005	-0.000567384	15	1	0	-0	7	10784
My Team	Shanghai	5441	0	0	0	63	1	0.833667	-39.8338	344.463	-2.87414	0.255196	-0.966826	0.00805689	77.2138	-0.00807536	-0.159469	-0.000675447	15	1	0	0	7	10793.7
My Team	Shanghai	5441	0	0	0	64	1	0.850333	-38.5875	344.792	-2.87526	0.255196	-0.966826	0.00793481	77.2842	-0.00799505	-0.158933	-0.000783506	15	1	0	0	7	10803.3
My Team	Shanghai	5441	0	0	0	65	1	0.867	-37.3412	345.122	-2.87639	0.255196	-0.966826	0.00781274	77.3547	-0.00791473	-0.158396	-0.000891559	15	1	0	-0	7	10813
My Team	Shanghai	5441	0	0	0	66	1	0.8795	-36.4036	345.369	-2.87722	0.255196	-0.966834	0.00771355	77.407	-0.00781657	-0.157822	-0.000918123	15	1	0	0	7	10820.2
My Team	Shanghai	5441	0	0	0	67	1	0.892	-35.466	345.617	-2.87805	0.255196	-0.966842	0.00761437	77.4593	-0.00771841	-0.157248	-0.000944683	15	1	0	0	7	10827.5
My Team	Shanghai	5441	0	0	0	68	1	0.9045	-34.5285	345.864	-2.87888	0.255196	-0.966849	0.00751518	77.5116	-0.00762025	-0.156674	-0.000971238	15	1	0	0	7	10834.8
My Team	Shanghai	5441	0	0	0	69	1	0.917	-33.5909	346.112	-2.87971	0.255196	-0.966857	0.007416	77.5639	-0.00752209	-0.1561	-0.000997789	15	1	0	-0	7	10842
My Team	Shanghai	5441	0	0	0	70	1	0.9295	-32.6502	346.36	-2.88053	0.255196	-0.966857	0.00732444	77.6156	-0.00746512	-0.155664	-0.00108564	15	1	0	0	7	10849
My Team	Shanghai	5441	0	0	0	71	1	0.942	-31.7095	346.609	-2.88135	0.255196	-0.966857	0.00723289	77.6674	-0.00740815	-0.155228	-0.00117349	15	1	0	0	7	10856
My Team	Shanghai	5441	0	0	0	72	1	0.9545	-30.7688	346.857	-2.88216	0.255196	-0.966857	0.00714133	77.7192	-0.00735118	-0.154793	-0.00126132	15	1	0	0	7	10863
My Team	Shanghai	5441	0	0	0	73	1	0.967	-29.8281	347.105	-2.88298	0.255196	-0.966857	0.00704978	77.771	-0.00729421	-0.154357	-0.00134915	15	1	0	-0	7	10870
My Team	Shanghai	5441	0	0	0	74	1	0.9795	-28.8867	347.354	-2.88377	0.255188	-0.966857	0.00695059	77.822	-0.00725249	-0.15383	-0.00139204	15	1	0	0	7	10877
My Team	Shanghai	5441	0	0	0	75	1	0.992	-27.9453	347.603	-2.88455	0.255181	-0.966857	0.00685141	77.8731	-0.00721078	-0.153303	-0.00143492	15	1	0	0	7	10884
My Team	Shanghai	5441	0	0	0	76	1	1.0045	-27.0039	347.851	-2.88534	0.255173	-0.966857	0.00675222	77.9242	-0.00716906	-0.152776	-0.00147777	15	1	0	0	7	10891
My Team	Shanghai	5441	0	0	0	77	1	1.017	-26.0625	348.1	-2.88612	0.255165	-0.966857	0.00665304	77.9753	-0.00712734	-0.152249	-0.00152061	15	1	0	-0	7	10898
My Team	Shanghai	5441	0	0	0	78	1	1.0295	-25.1185	348.349	-2.88688	0.255165	-0.966857	0.00656148	78.0258	-0.00709229	-0.151795	-0.00160491	15	1	0	0	7	10904.8
My Team	Shanghai	5441	0	0	0	79	1	1.042	-24.1744	348.598	-2.88765	0.255165	-0.966857	0.00646992	78.0763	-0.00705724	-0.151341	-0.0016892	15	1	0	0	7	10911.5
My Team	Shanghai	5441	0	0	0	80	1	1.0545	-23.2304	348.847	-2.88841	0.255165	-0.966857	0.00637837	78.1268	-0.00702219	-0.150887	-0.00177349	15	1	0	0	7	10918.2
My Team	Shanghai	5441	0	0	0	81	1	1.067	-22.2864	349.097	-2.88917	0.255165	-0.966857	0.00628681	78.1774	-0.00698714	-0.150433	-0.00185777	15	1	0	-0	7	10925
My Team	Shanghai	5441	0	0	0	82	1	1.0795	-21.3381	349.347	-2.88993	0.255165	-0.966857	0.00618	78.2275	-0.00694133	-0.149766	-0.00185879	15	1	0	0	7	10932
My Team	Shanghai	5441	0	0	0	83	1	1.092	-20.3899	349.597	-2.8907	0.255165	-0.966857	0.00607318	78.2775	-0.00689552	-0.149099	-0.00185981	15	1	0	0	7	10939
My Team	Shanghai	5441	0	0	0	84	1	1.1045	-19.4416	349.848	-2.89146	0.255165	-0.966857	0.00596637	78.3276	-0.0068497	-0.148432	-0.00186082	15	1	0	0	7	10946
My Team	Shanghai	5441	0	0	0	85	1	1.117	-18.4933	350.098	-2.89222	0.255165	-0.966857	0.00585955	78.3777	-0.00680389	-0.147765	-0.00186184	15	1	0	-0	7	10953
My Team	Shanghai	5441	0	0	0	86	1	1.1295	-17.5446	350.349	-2.89296	0.255165	-0.966857	0.005768	78.4272	-0.00672127	-0.147372	-0.00182615	15	1	0	0	7	10959.5
My Team	Shanghai	5441	0	0	0	87	1	1.142	-16.5958	350.599	-2.89369	0.255165	-0.966857	0.00567644	78.4766	-0.00663865	-0.146979	-0.00179045	15	1	0	0	7	10966
My Team	Shanghai	5441	0	0	0	88	1	1.1545	-15.6471	350.85	-2.89443	0.255165	-0.966857	0.00558489	78.5261	-0.00655603	-0.146587	-0.00175472	15	1	0	0	7	10972.5
My Team	Shanghai	5441	0	0	0	89	1	1.167	-14.6984	351.1	-2.89517	0.255165	-0.966857	0.00549333	78.5755	-0.00647341	-0.146194	-0.00171898	15	1	0	-0	7	10979
My Team	Shanghai	5441	0	0	0	90	1	1.1795	-13.7462	351.351	-2.89587	0.255165	-0.966857	0.00539415	78.6245	-0.00642513	-0.145701	-0.00162909	15	1	0	0	7	10985.8
My Team	Shanghai	5441	0	0	0	91	1	1.192	-12.7939	351.603	-2.89657	0.255165	-0.966857	0.00529496	78.6734	-0.00637685	-0.145208	-0.00153919	15	1	0	0	7	10992.5
My Team	Shanghai	5441	0	0	0	92	1	1.2045	-11.8417	351.854	-2.89728	0.255165	-0.966857	0.00519578	78.7224	-0.00632856	-0.144715	-0.00144929	15	1	0	0	7	10999.2
My Team	Shanghai	5441	0	0	0	93	1	1.217	-10.8894	352.106	-2.89798	0.255165	-0.966857	0.00509659	78.7713	-0.00628028	-0.144222	-0.00135938	15	1	0	-0	7	11006
My Team	Shanghai	5441	0	0	0	94	1	1.2295	-9.93618	352.357	-2.89866	0.255158	-0.966857	0.00500504	78.8196	-0.00620543	-0.1437	-0.00133839	15	1	0	0	7	11012.5
My Team	Shanghai	5441	0	0	0	95	1	1.242	-8.98291	352.609	-2.89935	0.25515	-0.966857	0.00491348	78.8679	-0.00613059	-0.143177	-0.00131739	15	1	0	0	7	11019
My Team	Shanghai	5441	0	0	0	96	1	1.2545	-8.02963	352.861	-2.90004	0.255142	-0.966857	0.00482192	78.9163	-0.00605575	-0.142655	-0.00129639	15	1	0	0	7	11025.5
My Team	Shanghai	5441	0	0	0	97	1	1.267	-7.07636	353.112	-2.90072	0.255135	-0.966857	0.00473037	78.9646	-0.00598091	-0.142132	-0.00127539	15	1	0	-0	7	11032
My Team	Shanghai	5441	0	0	0	98	1	1.27975	-6.11907	353.365	-2.90139	0.255135	-0.966865	0.00464644	79.0124	-0.00587639	-0.14178	-0.0013366	15	1	0	0	7	11038.5
My Team	Shanghai	5441	0	0	0	99	1	1.2925	-5.16177	353.618	-2.90207	0.255135	-0.966872	0.00456252	79.0602	-0.00577186	-0.141427	-0.00139778	15	1	0	0	7	11045
My Team	Shanghai	5441	0	0	0	100	1	1.30525	-4.20447	353.87	-2.90274	0.255135	-0.96688	0.00447859	79.108	-0.00566734	-0.141074	-0.00145892	15	1	0	0	7	11051.5
My Team	Shanghai	5441	0	0	0	101	1	1.318	-3.24718	354.123	-2.90341	0.255135	-0.966887	0.00439467	79.1558	-0.00556282	-0.140721	-0.00152001	15	1	0	-0	7	11058
My Team	Shanghai	5441	0	0	0	102	1	1.3305	-2.28929	354.376	-2.90405	0.255135	-0.966887	0.00430311	79.2029	-0.00550321	-0.140206	-0.00159753	15	1	0	0	7	11064.5
My Team	Shanghai	5441	0	0	0	103	1	1.343	-1.33141	354.629	-2.90468	0.255135	-0.966887	0.00421155	79.25	-0.00544361	-0.13969	-0.00167503	15	1	0	0	7	11071
My Team	Shanghai	5441	0	0	0	104	1	1.3555	-0.373519	354.881	-2.90532	0.255135	-0.966887	0.00412	79.2971	-0.00538401	-0.139175	-0.00175251	15	1	0	0	7	11077.5
My Team	Shanghai	5441	0	0	0	105	1	1.368	0.584367	355.134	-2.90595	0.255135	-0.966887	0.00402844	79.3442	-0.00532441	-0.138659	-0.00182996	15	1	0	-0	7	11084
My Team	Shanghai	5441	0	0	0	106	1	1.3805	1.54673	355.388	-2.90657	0.255135	-0.966887	0.00393689	79.3909	-0.00522931	-0.138284	-0.00194036	15	1	0	0	7	11090.2
My Team	Shanghai	5441	0	0	0	107	1	1.393	2.5091	355.642	-2.90719	0.255135	-0.966887	0.00384533	79.4375	-0.00513421	-0.137909	-0.00205076	15	1	0	0	7	11096.5
My Team	Shanghai	5441	0	0	0	108	1	1.4055	3.47147	355.896	-2.9078	0.255135	-0.966888	0.00375378	79.4842	-0.00503911	-0.137535	-0.00216116	15	1	0	0	7	11102.8
My Team	Shanghai	5441	0	0	0	109	1	1.418	4.43383	356.15	-2.90842	0.255135	-0.966887	0.00366222	79.5308	-0.00494401	-0.13716	-0.00227156	15	1	0	-0	7	11109
My Team	Shanghai	5441	0	0	0	110	1	1.4305	5.39623	356.404	-2.90903	0.255127	-0.966887	0.00356304	79.5768	-0.00492615	-0.136459	-0.00206459	15	1	0	0	7	11115.2
My Team	Shanghai	5441	0	0	0	111	1	1.443	6.35862	356.658	-2.90963	0.25512	-0.966888	0.00346385	79.6227	-0.00490829	-0.135758	-0.00185762	15	1	0	0	7	11121.5
My Team	Shanghai	5441	0	0	0	112	1	1.4555	7.32102	356.912	-2.91024	0.255112	-0.966888	0.00336467	79.6686	-0.00489043	-0.135057	-0.00165065	15	1	0	0	7	11127.8
My Team	Shanghai	5441	0	0	0	113	1	1.468	8.28341	357.166	-2.91085	0.255104	-0.966887	0.00326548	79.7146	-0.00487257	-0.134356	-0.00144368	15	1	0	-0	7	11134
My Team	Shanghai	5441	0	0	0	114	1	1.4805	9.24865	357.421	-2.91143	0.255104	-0.966887	0.0031663	79.76	-0.0050461	-0.133848	-0.00175489	15	1	0	0	7	11140.2
My Team	Shanghai	5441	0	0	0	115	1	1.493	10.2139	357.676	-2.91201	0.255104	-0.966887	0.00306711	79.8055	-0.00521963	-0.133339	-0.0020661	15	1	0	0	7	11146.5
My Team	Shanghai	5441	0	0	0	116	1	1.5055	11.1791	357.931	-2.91259	0.255104	-0.966887	0.00296793	79.8509	-0.00539317	-0.132831	-0.00237727	15	1	0	0	7	11152.8
My Team	Shanghai	5441	0	0	0	117	1	1.518	12.1444	358.185	-2.91317	0.255104	-0.966887	0.00286874	79.8963	-0.0055667	-0.132323	-0.00268842	15	1	0	-0	7	11159
My Team	Shanghai	5441	0	0	0	118	1	1.5305	13.1111	358.44	-2.91364	0.255097	-0.966888	0.00276955	79.8794	-0.0057406	-0.153185	-0.00955083	15	1	0	0	7	11091
My Team	Shanghai	5441	0	0	0	119	1	1.543	14.0778	358.696	-2.91411	0.255089	-0.966887	0.00267037	79.8624	-0.00591449	-0.174047	-0.0134273	15	1	0	0	7	11023
My Team	Shanghai	5441	0	0	0	120	1	1.5555	15.0445	358.951	-2.91458	0.255081	-0.966887	0.00257118	79.8454	-0.00608838	-0.194909	-0.00545895	15	1	0	0	7	10955
My Team	Shanghai	5441	0	0	0	121	1	1.568	16.0113	359.206	-2.91505	0.255074	-0.966887	0.002472	79.8284	-0.00626227	-0.215771	-0.00389895	15	1	0	-0	7	10887
My Team	Shanghai	5441	0	0	0	122	1	1.5805	16.9769	359.461	-2.91522	0.255066	-0.966895	0.00237281	79.8308	-0.00629971	-0.226015	-0.00626263	15	1	0	0	7	10768.2
My Team	Shanghai	5441	0	0	0	123	1	1.593	17.9425	359.716	-2.91538	0.255058	-0.966903	0.00227363	79.8332	-0.00633715	-0.23626	-0.0228144	15	1	0	0	7	10649.5
My Team	Shanghai	5441	0	0	0	124	1	1.6055	18.9081	359.97	-2.91555	0.255051	-0.96691	0.00217444	79.8356	-0.00637458	-0.246505	-0.0103597	15	1	0	0	8	10530.8
My Team	Shanghai	5441	0	0	0	125	1	1.618	19.8737	360.225	-2.91572	0.255043	-0.966918	0.00207526	79.838	-0.00641202	-0.25675	-0.00372234	15	1	0	-0	8	10412
My Team	Shanghai	5441	0	0	0	126	1	1.6305	20.8417	360.481	-2.91631	0.255036	-0.966918	0.00197607	79.8923	-0.00635946	-0.220403	-0.00379192	15	1	0	0	8	10336.2
My Team	Shanghai	5441	0	0	0	127	1	1.643	21.8097	360.736	-2.91691	0.255028	-0.966918	0.00187689	79.9467	-0.0063069	-0.184057	-0.00386144	15	1	0	0	8	10260.5
My Team	Shanghai	5441	0	0	0	128	1	1.6555	22.7777	360.991	-2.9175	0.25502	-0.966918	0.0017777	80.001	-0.00625435	-0.147711	-0.00393088	15	1	0	0	8	10184.8
My Team	Shanghai	5441	0	0	0	129	1	1.668	23.7457	361.247	-2.91809	0.255013	-0.966918	0.00167852	80.0553	-0.00620179	-0.111364	-0.00400025	15	1	0	-0	8	10109
My Team	Shanghai	5441	0	0	0	130	1	1.6805	24.7143	361.502	-2.91889	0.255013	-0.966918	0.00157933	80.095	-0.00614173	-0.113298	-0.00398217	15	1	0	0	8	10113
My Team	Shanghai	5441	0	0	0	131	1	1.693	25.6829	361.758	-2.91968	0.255013	-0.966918	0.00148015	80.1348	-0.00608168	-0.115233	-0.0039485	15	1	0	0	8	10117
My Team	Shanghai	5441	0	0	0	132	1	1.7055	26.6515	362.013	-2.92048	0.255013	-0.966918	0.00138096	80.1745	-0.00602162	-0.117167	-0.00389372	15	1	0	0	8	10121
My Team	Shanghai	5441	0	0	0	133	1	1.718	27.6201	362.269	-2.92127	0.255013	-0.966918	0.00128178	80.2143	-0.00596157	-0.119102	-0.00381158	15	1	0	-0	8	10125
My Team	Shanghai	5441	0	0	0	134	1	1.7305	28.5915	362.525	-2.9218	0.255005	-0.966918	0.00118259	80.2533	-0.00589108	-0.121864	-0.00400464	15	1	0	0	8	10129.8
My Team	Shanghai	5441	0	0	0	135	1	1.743	29.563	362.781	-2.92233	0.254997	-0.966918	0.00108341	80.2923	-0.0058206	-0.124627	-0.00419714	15	1	0	0	8	10134.5
My Team	Shanghai	5441	0	0	0	136	1	1.7555	30.5344	363.038	-2.92286	0.25499	-0.966918	0.000984222	80.3313	-0.00575012	-0.12739	-0.00438895	15	1	0	0	8	10139.2
My Team	Shanghai	5441	0	0	0	137	1	1.768	31.5058	363.294	-2.92338	0.254982	-0.966918	0.000885037	80.3703	-0.00567963	-0.130153	-0.00457998	15	1	0	-0	8	10144
